Pathway_ID,Pathway_Name,Genes
R-HSA-9694676,Translation of Replicase and Assembly of the Replication Transcription Complex_9694676,"BECN1,CHMP2A,CHMP2B,CHMP3,CHMP4A,CHMP4B,CHMP4C,CHMP6,CHMP7,ISCU,MAP1LC3B,PIK3C3,PIK3R4,SARS coronavirus, complete genome,UVRAG,pp1a,rep"
R-HSA-9696264,RND3 GTPase cycle,"ANKRD26,ARHGAP21,ARHGAP35,ARHGAP5,CAV1,CCDC88A,CKAP4,CKB,CPD,DDX4,DEPDC1B,DLG5,DSG1,DSP,DST,EPHA2,FAM83B,FLOT2,KCTD13,KTN1,LEMD3,MUC13,NISCH,PICALM,PIK3R1,PIK3R2,PKP4,PLEKHG5,PTPN13,RASAL2,RBMX,RND3,ROCK1,SCRIB,SEMA4F,TMOD3,TNFAIP1,TXNL1,UBXN11,VANGL1,VANGL2,WDR6"
R-HSA-9696270,RND2 GTPase cycle,"ALDH3A2,ANKRD26,ARHGAP1,ARHGAP35,ARHGAP5,BLTP3B,CAV1,CKAP4,DEPDC1B,DLG5,DSG1,DST,EPHA2,FAM83B,FNBP1,FRS2,FRS3,GOLGA3,KCTD13,KIDINS220,KIF14,KTN1,LEMD3,LRRC1,MUC13,NISCH,NUDC,PIK3R1,PIK3R2,PKP4,PLXND1,PRAG1,PTPN13,RBMX,RND2,SCRIB,TFRC,TNFAIP1,TXNL1,UBXN11,VANGL1,VANGL2,WDR6"
R-HSA-9696273,RND1 GTPase cycle,"ALDH3A2,ANKRD26,ARHGAP35,ARHGAP5,CAV1,CCDC88A,CPD,DEPDC1B,DLG5,DSP,DST,EPHA2,EPSTI1,FAM135A,FAM83B,FLOT2,FRS2,FRS3,GRB7,KIDINS220,KIF14,LEMD3,MUC13,PIK3R1,PIK3R2,PKP4,PLEKHG5,PLXNA1,PTPN13,RASAL2,RBMX,RND1,RRAS2,STIP1,STMN2,TFRC,TMEM59,TXNL1,UBXN11,VANGL1,VANGL2,WDR6"
R-HSA-9700206,Signaling by ALK in cancer,"AGO1,AGO2,AGO3,AGO4,ALK,ATIC,BCL11A,BCL2A1,BIRC6,CARS1,CCNB1,CDKN1A,CEBPB,CLTC,CUL1,DCTN1,DNMT1,EEF1G,EIF2AK3,EML4,FN1,FOXM1,FRS2,FRS3,GCC2,GRB2,GZMB,HDAC1,HIP1,ICOS,IL10,IL10RA,IL22,IRF4,IRS1,JUN,JUNB,KIF5B,KLC1,LMO7,MAPK1,MAPK3,MAPK8,MAPK9,MCL1,MDM2,MECP2,MIR21,MOV10,MSN,MYH9,NOTCH1,NPM1,PIK3CA,PIK3CB,PIK3R1,PIK3R2,PLCG1,PPFIBP1,PPM1B,PRF1,PRKAR1A,PTPN6,RANBP2,RB1,RBX1,RNF213,RPS27A,RPS6,RRBP1,SEC31A,SHC1,SKP1,SQSTM1,STAT1,STAT3,STAT5A,STRN,TFG,TNRC6C,TP53,TPM3,TPM4,TPR,TWIST1,TYK2,UBA52,UBB,UBC,VCL,WDCP,ZAP70,ZC3HC1"
R-HSA-9703465,Signaling by FLT3 fusion proteins,"CDKN1A,ETV6,GAB2,GOLGB1,GRB2,HRAS,KRAS,MYO18A,NOX4,NRAS,PIK3CA,PIK3R1,PIM1,SOS1,SPTBN1,STAT5A,STAT5B,TRIP11,ZMYM2"
R-HSA-9703648,Signaling by FLT3 ITD and TKD mutants,"BCL2L1,CDKN1A,FLT3,GAB2,GRB2,HRAS,KRAS,NOX4,NRAS,PIK3CA,PIK3R1,PIM1,PTPN11,SOS1,STAT5A,STAT5B"
R-HSA-9705462,Inactivation of CSF3 (G-CSF) signaling,"CSF3,CSF3R,CUL5,ELOB,ELOC,HCK,JAK1,JAK2,LYN,RNF7,RPS27A,SOCS1,SOCS3,STAT1,STAT3,STAT5A,STAT5B,SYK,TYK2,UBA52,UBB,UBC,UBE2D1,UBE2D2,UBE2D3"
R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,"3a,6,7a,8,9b,AAAS,ATG14,B2M,BECN1,CHUK,CNBP,CREBBP,E,G3BP1,G3BP2,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,HLA-G,HLA-H,HSP90AA1,HSP90AB1,IFIH1,IFNA1,IFNA10,IFNA14,IFNA16,IFNA17,IFNA2,IFNA21,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNAR1,IFNAR2,IFNB1,IKBKB,IKBKE,IKBKG,IL17A,IL17F,IL17RA,IL17RC,IRAK1,IRAK2,IRF3,IRF7,ISG15,JAK1,KPNA2,LARP1,M,MAP3K7,MASP1,MASP2,MAVS,MBL2,N,NDC1,NLRP12,NLRP3,NOD1,NOD2,NUP107,NUP133,NUP153,NUP155,NUP160,NUP188,NUP205,NUP210,NUP214,NUP35,NUP37,NUP42,NUP43,NUP50,NUP54,NUP58,NUP62,NUP85,NUP88,NUP93,NUP98,PIK3C3,PIK3R4,POM121,POM121C,PTPN11,PTPN6,RAE1,RANBP2,RIGI,RIPK2,RNF135,RPS27A,S,SAR1B,SARS coronavirus, complete genome,SEC13,SEC23A,SEC24A,SEC24B,SEC24C,SEC24D,SEH1L,SFTPD,SIKE1,STAT1,STAT2,STING1,TAB1,TAB2,TAB3,TBK1,TKFC,TLR1,TLR2,TLR7,TLR8,TOMM70,TPR,TRAF3,TRAF6,TRIM25,TRIM4,TYK2,UBA52,UBB,UBC,UBE2N,UBE2V1,pp1a,rep"
R-HSA-9705683,SARS-CoV-2-host interactions,"18S rRNA,3a,6,7SL RNA (ENSG00000222619),7SL RNA (ENSG00000222639),7a,8,9b,AAAS,AKT1,AKT2,AKT3,ATG14,B2M,BECN1,CAV1,CHUK,CNBP,CRB3,CREBBP,DDX20,E,FAU,G3BP1,G3BP2,GEMIN2,GEMIN4,GEMIN5,GEMIN6,GEMIN7,GEMIN8,GJA1,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,HLA-G,HLA-H,HSP90AA1,HSP90AB1,IFIH1,IFNA1,IFNA10,IFNA14,IFNA16,IFNA17,IFNA2,IFNA21,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNAR1,IFNAR2,IFNB1,IKBKB,IKBKE,IKBKG,IL17A,IL17F,IL17RA,IL17RC,IRAK1,IRAK2,IRF3,IRF7,ISG15,JAK1,KPNA2,LARP1,M,MAP1LC3B,MAP3K7,MASP1,MASP2,MAVS,MBL2,N,NDC1,NLRP12,NLRP3,NOD1,NOD2,NUP107,NUP133,NUP153,NUP155,NUP160,NUP188,NUP205,NUP210,NUP214,NUP35,NUP37,NUP42,NUP43,NUP50,NUP54,NUP58,NUP62,NUP85,NUP88,NUP93,NUP98,PALS1,PATJ,PDPK1,PIK3C3,PIK3R4,POM121,POM121C,PTPN11,PTPN6,RAE1,RANBP2,RIGI,RIPK2,RNF135,RPS10,RPS11,RPS12,RPS13,RPS14,RPS15,RPS15A,RPS16,RPS17,RPS18,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS25,RPS26,RPS27,RPS27A,RPS27L,RPS28,RPS29,RPS3,RPS3A,RPS4X,RPS4Y1,RPS4Y2,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,S,SAR1B,SARS coronavirus, complete genome,SEC13,SEC23A,SEC24A,SEC24B,SEC24C,SEC24D,SEH1L,SFN,SFTPD,SIKE1,SMN1,SNRPB,SNRPD1,SNRPD2,SNRPD3,SNRPE,SNRPF,SNRPG,STAT1,STAT2,STING1,TAB1,TAB2,TAB3,TBK1,TJP1,TKFC,TLR1,TLR2,TLR7,TLR8,TOMM70,TPR,TRAF3,TRAF6,TRIM25,TRIM4,TUFM,TYK2,UBA52,UBB,UBC,UBE2N,UBE2V1,UVRAG,VPS11,VPS16,VPS18,VPS33A,VPS33B,VPS39,VPS41,VPS45,YWHAB,YWHAE,YWHAG,YWHAH,YWHAQ,YWHAZ,pp1a,rep"
R-HSA-9706369,Negative regulation of FLT3,"ABL2,CBL,CSK,FLT3,FLT3LG,PTPRJ,RPS27A,SH2B3,SLA,SLA2,SOCS2,SOCS6,UBA52,UBB,UBC"
R-HSA-9706574,RHOBTB GTPase Cycle,"ACTG1,ACTN1,CCT2,CCT6A,CCT7,CDC37,COPS2,COPS4,CPSF7,CUL3,DBN1,DDX39B,GPS1,HNRNPC,HSP90AA1,HSP90AB1,MSI2,MYO6,PDE5A,PHIP,RBBP6,RBMX,RHOBTB1,RHOBTB2,RNF20,ROCK1,ROCK2,SPEN,SRRM1,STK38,TMOD3,TRA2B,TWF1,TXNL1,VIM"
R-HSA-9707564,Cytoprotection by HMOX1,"ABCC1,ALB,BACH1,BLVRA,BLVRB,CARM1,CHD9,COX4I1,COX4I2,COX5A,COX5B,COX6A1,COX6A2,COX6B1,COX6B2,COX6C,COX7A1,COX7A2,COX7A2L,COX7B,COX7C,COX8A,COX8C,COXFA4,CREBBP,CYCS,FABP1,HBA1,HBB,HDAC3,HELZ2,HIGD1C,HM13,HMOX1,HMOX2,MAFK,MED1,MT-CO1,MT-CO2,MT-CO3,NCOA1,NCOA2,NCOA6,NCOR1,NCOR2,NFE2L2,NLRP3,PPARA,PTK6,RXRA,SIN3A,SIN3B,SMARCD3,STAP2,STAT3,TBL1X,TBL1XR1,TGS1,TXNIP"
R-HSA-9707616,Heme signaling,"APOA1,APOB,ATF2,BACH1,BMAL1,CARM1,CHD9,CLEC1B,CLOCK,CREB1,CREBBP,CRTC1,CRTC2,CRTC3,EP300,HBA1,HBB,HDAC3,HELZ2,HMOX1,LY96,MAFK,MED1,MEF2C,MEF2D,NCOA1,NCOA2,NCOA6,NCOR1,NFE2L2,NPAS2,NR1D1,NRIP1,PGRMC2,PPARA,PPARGC1A,RAI1,RORA,RXRA,SIRT1,SLC46A1,SMARCD3,TBL1X,TBL1XR1,TGS1,TLR4,XPO1"
R-HSA-9708296,"tRNA-derived small RNA (tsRNA or tRNA-related fragment, tRF) biogenesis","ANG,DICER1,ELAC2,TRA-AGC1-1,TRA-CGC1-1,TRA-TGC1-1,TRD-GTC1-1,TRE-CTC1-1,TRE-TTC1-1,TRG-CCC1-1,TRG-GCC1-1,TRH-GTG1-1,TRI-TAT1-1,TRK-TTT1-1,TRK-TTT3-1,TRL-CAG1,TRL-TAG1-1,TRM-CAT1-1,TRP-AGG1-1,TRP-TGG1-1,TRQ-CTG1-1,TRR-ACG1-1,TRR-CCG1-1,TRS-CGA1-1,TRS-GCT1-1,TRV-AAC1-1,TRV-CAC1-1,TRV-TAC1-1"
R-HSA-9708530,Regulation of BACH1 activity,"BACH1,CUL1,FBXL17,MAFK,MIR155,MIR196A1,MIR98,MIRLET7B,MIRLET7C,RBX1,RPS27A,SKP1,SKP2,UBA52,UBB,UBC"
R-HSA-9709570,Impaired BRCA2 binding to RAD51,"ATM,ATR,ATRIP,BARD1,BLM,BRCA1,BRCA2,BRIP1,DNA2,EXO1,HUS1,KAT5,MRE11,NBN,RAD1,RAD17,RAD50,RAD51,RAD9A,RAD9B,RBBP8,RFC2,RFC3,RFC4,RFC5,RHNO1,RMI1,RMI2,RPA1,RPA2,RPA3,SEM1,TOP3A,TOPBP1,WRN"
R-HSA-9709603,Impaired BRCA2 binding to PALB2,"ATM,BARD1,BLM,BRCA1,BRCA2,BRIP1,DNA2,EXO1,KAT5,MRE11,NBN,PALB2,RAD50,RAD51,RAD51AP1,RAD51B,RAD51C,RAD51D,RBBP8,RMI1,RMI2,TOP3A,WRN,XRCC2"
R-HSA-9710421,Defective pyroptosis,"DNMT1,DNMT3A,DNMT3B,EED,EZH2,GSDME,H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AJ,H2AX,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-3A,H3C1,H3C15,H4C1,POLA1,POLA2,PRIM1,PRIM2,RBBP4,RBBP7,SUZ12"
R-HSA-9711097,Cellular response to starvation,"18S rRNA,28S rRNA,5.8S rRNA,5S rRNA,ASNS,ATF2,ATF3,ATF4,ATP6V0B,ATP6V0C,ATP6V0D1,ATP6V0D2,ATP6V0E1,ATP6V0E2,ATP6V1A,ATP6V1B1,ATP6V1B2,ATP6V1C1,ATP6V1C2,ATP6V1D,ATP6V1E1,ATP6V1E2,ATP6V1F,ATP6V1G1,ATP6V1G2,ATP6V1G3,ATP6V1H,CASTOR1,CASTOR2,CEBPB,CEBPG,DDIT3,DEPDC5,EIF2AK4,EIF2S1,EIF2S2,EIF2S3,FAU,FLCN,FNIP1,FNIP2,GCN1,IMPACT,ITFG2,KICS2,KPTN,LAMTOR1,LAMTOR2,LAMTOR3,LAMTOR4,LAMTOR5,MIOS,MLST8,MTOR,NPRL2,NPRL3,RHEB,RPL10,RPL10A,RPL10L,RPL11,RPL12,RPL13,RPL13A,RPL14,RPL15,RPL17,RPL18,RPL18A,RPL19,RPL21,RPL22,RPL22L1,RPL23,RPL23A,RPL24,RPL26,RPL26L1,RPL27,RPL27A,RPL28,RPL29,RPL3,RPL30,RPL31,RPL32,RPL34,RPL35,RPL35A,RPL36,RPL36A,RPL36AL,RPL37,RPL37A,RPL38,RPL39,RPL39L,RPL3L,RPL4,RPL41,RPL5,RPL6,RPL7,RPL7A,RPL8,RPL9,RPLP0,RPLP1,RPLP2,RPS10,RPS11,RPS12,RPS13,RPS14,RPS15,RPS15A,RPS16,RPS17,RPS18,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS25,RPS26,RPS27,RPS27A,RPS27L,RPS28,RPS29,RPS3,RPS3A,RPS4X,RPS4Y1,RPS4Y2,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,RPTOR,RRAGA,RRAGB,RRAGC,RRAGD,SAMTOR,SEC13,SEH1L,SESN1,SESN2,SH3BP4,SLC38A9,SZT2,TCIRG1,TRIB3,UBA52,WDR24,WDR59"
R-HSA-9711123,Cellular response to chemical stress,"ABCC1,ABCC3,ABCF2,ABCG2,ADRM1,AKT1,AKT2,AKT3,ALB,AMER1,AQP8,AREG,ATF4,ATOX1,ATP7A,BACH1,BCL2,BCL2L1,BLVRA,BLVRB,BRCA1,BTRC,CARM1,CAT,CCL2,CCS,CDKN1A,CDKN2A,CHD6,CHD9,COX4I1,COX4I2,COX5A,COX5B,COX6A1,COX6A2,COX6B1,COX6B2,COX6C,COX7A1,COX7A2,COX7A2L,COX7B,COX7C,COX8A,COX8C,COXFA4,CREBBP,CSNK2A1,CSNK2A2,CSNK2B,CUL1,CUL3,CYBA,CYBB,CYCS,DPP3,EGF,EIF2AK3,EP300,ERO1A,FABP1,FBXL17,G6PD,GCLC,GCLM,GPX1,GPX2,GPX3,GPX5,GPX6,GPX7,GPX8,GSK3B,GSR,GSTA1,GSTA3,GSTP1,HBA1,HBB,HDAC3,HELZ2,HIGD1C,HM13,HMOX1,HMOX2,IDH1,IL8,KEAP1,MAFG,MAFK,MAP1LC3B,ME1,MED1,MIR155,MIR196A1,MIR98,MIRLET7B,MIRLET7C,MT-CO1,MT-CO2,MT-CO3,MUL1,MYC,NCF1,NCF2,NCF4,NCOA1,NCOA2,NCOA6,NCOR1,NCOR2,NFE2L2,NFKB1,NLRP3,NOTCH1,NOX4,NOX5,NPLOC4,NQO1,NUDT2,P4HB,PALB2,PDGFA,PGD,PPARA,PRDX1,PRDX2,PRDX3,PRDX5,PRDX6,PRKAA2,PRKCD,PRKCI,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,PTK6,RBX1,RELA,RPS27A,RXRA,SEM1,SESN1,SESN2,SIN3A,SIN3B,SKP1,SKP2,SLC7A11,SMARCD3,SOD1,SOD2,SOD3,SP1,SQSTM1,SRXN1,STAP2,STAT3,TALDO1,TBL1X,TBL1XR1,TGS1,TKT,TRIM21,TXN,TXN2,TXNIP,TXNRD1,TXNRD2,UBA52,UBB,UBC,UBXN7,UFD1,VCP,X"
R-HSA-9717189,Sensory perception of taste,"CALHM1,CALHM3,GNAT3,GNB1,GNB3,GNG13,GRM1,GRM4,ITPR3,KCNJ2,OTOP1,PLCB2,SCN1B,SCN2A,SCN2B,SCN3A,SCN4B,SCN9A,SCNN1A,SCNN1B,SCNN1D,SCNN1G,TAS1R1,TAS1R2,TAS1R3,TAS2R1,TAS2R10,TAS2R13,TAS2R14,TAS2R16,TAS2R20,TAS2R3,TAS2R30,TAS2R31,TAS2R38,TAS2R39,TAS2R4,TAS2R40,TAS2R41,TAS2R43,TAS2R46,TAS2R5,TAS2R50,TAS2R7,TAS2R8,TRPM4,TRPM5"
R-HSA-9717207,"Sensory perception of sweet, bitter, and umami (glutamate) taste","CALHM1,CALHM3,GNAT3,GNB1,GNB3,GNG13,GRM1,GRM4,ITPR3,PLCB2,SCN1B,SCN2A,SCN2B,SCN3A,SCN4B,SCN9A,TAS1R1,TAS1R2,TAS1R3,TAS2R1,TAS2R10,TAS2R13,TAS2R14,TAS2R16,TAS2R20,TAS2R3,TAS2R30,TAS2R31,TAS2R38,TAS2R39,TAS2R4,TAS2R40,TAS2R41,TAS2R43,TAS2R46,TAS2R5,TAS2R50,TAS2R7,TAS2R8,TRPM4,TRPM5"
R-HSA-9725371,Nuclear events stimulated by ALK signaling in cancer,"AGO1,AGO2,AGO3,AGO4,BCL2A1,CCNB1,CEBPB,CUL1,DNMT1,FOXM1,GZMB,HDAC1,ICOS,IL10RA,IRF4,JUNB,MAPK1,MAPK3,MECP2,MIR21,MOV10,NOTCH1,NPM1,PRF1,PTPN6,RB1,RBX1,RPS6,SKP1,STAT3,STAT5A,TNRC6C,TWIST1,ZAP70,ZC3HC1"
R-HSA-9730414,MITF-M-regulated melanocyte development,"ACTB,ACTL6A,AGO1,AGO2,AGO3,AGO4,AIMP1,AIMP2,AKT2,AKT3,ALX3,ARID1A,ARID1B,ASAH1,ATP6AP2,ATP6V0A1,ATP6V0B,ATP6V0C,ATP6V0D1,ATP6V0E1,ATP6V0E2,ATP6V1A,ATP6V1B2,ATP6V1C1,ATP6V1D,ATP6V1E1,ATP6V1F,ATP6V1G1,ATP6V1H,BCL2,BCL2A1,BCL7A,BCL7B,BCL7C,BIRC7,BRCA1,CCNB1,CCND1,CDC25B,CDH1,CDH2,CDK2,CDKN1A,CDKN2A,CEACAM1,CREB1,CREBBP,CSF1,CTNNB1,DARS1,DCT,DIAPH1,DICER1,DPF1,DPF2,DPF3,EDIL3,EDN1,EDN3,EDNRB,EEF1E1,EP300,EPRS1,FOXD3,GMPR,GPR143,GSK3B,GXYLT2,HDAC1,HINT1,IARS1,ID1,IRF4,ITGA2,KARS1,KIT,KITLG,LARS1,LEF1,LIG1,MAPK1,MAPK14,MAPK3,MARK3,MARS1,MC1R,MC3R,MC4R,MC5R,MCM2,MCM5,MET,MIR211,MITF,MLANA,MLPH,MOV10,MYO5A,MYRIP,PAX3,PLK1,PMEL,POMC,POU3F2,PPARGC1A,PXDN,PXN,QARS1,RAB27A,RARS1,RPS6KA1,SERPINE1,SIN3A,SIRT1,SMARCA2,SMARCA4,SMARCB1,SMARCC1,SMARCC2,SMARCD1,SMARCD2,SMARCD3,SMARCE1,SNAI2,SOX10,SOX2,SOX9,SS18,SS18L1,STT3B,SUMO1,SYTL2,TBX2,TBX3,TCF7,TCF7L1,TCF7L2,TERT,TFAP2A,TFE3,TFEB,TFEC,TNFSF11,TNRC6A,TNRC6B,TNRC6C,TRPM1,TYR,TYRP1,UBE2I,USF1,WNT3A,XPO1,YWHAB,YWHAE,YWHAG,YWHAH,YWHAZ,ZEB1,ZIC1"
R-HSA-9733458,Induction of Cell-Cell Fusion,"3a,7a,ACE2,ANO1,ANO10,ANO2,ANO3,ANO4,ANO5,ANO6,ANO7,ANO8,ANO9,E,FURIN,M,N,S,SARS coronavirus, complete genome,TMPRSS2"
R-HSA-9733709,Cardiogenesis,"CTNNB1,EOMES,FOXO4,GATA4,GATA6,HAND1,HAND2,HEY1,HEY2,ISL1,KAT2A,KAT5,LDB1,LEF1,MEF2C,MESP1,MYOCD,NKX2-5,SMAD1,SMAD4,SMYD1,SRF,TBX1,TBX20,TBX5,TBXT,WDR5"
R-HSA-9734009,Defective Intrinsic Pathway for Apoptosis,"APP,BCL2L11,C1QBP,CAPN1,CAPN2,CAPNS1,CAPNS2,CAST,CDC25A,CDC25B,CDC25C,CDK5,CDK5R1,CDKN2A,FASLG,FOXO3,GOLGA2,JUN,LMNA,LMNB1,PRDX1,PRDX2,SOD2,TP53,YWHAE"
R-HSA-9734767,Developmental Cell Lineages,"AREG,COL11A1,COL11A2,COL1A1,COL1A2,COL24A1,COL27A1,COL2A1,COL3A1,COL5A1,COL5A2,COL5A3,EGF,FGF10,FGF2,FGF4,FGF7,FN1,LAMA1,LAMA2,LAMA3,LAMA4,LAMA5,LAMB1,LAMB2,LAMB3,LAMC1,LAMC2,LAMC3,PRL,TGFA,VTN"
R-HSA-9735869,SARS-CoV-1 modulates host translation machinery,"18S rRNA,1a,EEF1A1,FAU,HNRNPA1,N,RPS10,RPS11,RPS12,RPS13,RPS14,RPS15,RPS15A,RPS16,RPS17,RPS18,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS25,RPS26,RPS27,RPS27A,RPS27L,RPS28,RPS29,RPS3,RPS3A,RPS4X,RPS4Y1,RPS4Y2,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,rep"
R-HSA-9735871,SARS-CoV-1 targets host intracellular signalling and regulatory pathways,"3a,CAV1,EP300,M,N,PDPK1,PSMC6,SERPINE1,SFN,SMAD3,SMAD4,SP1,UBE2I,YWHAB,YWHAE,YWHAG,YWHAH,YWHAQ,YWHAZ"
R-HSA-9748784,Drug ADME,"ABCB1,ABCC1,ABCC2,ABCC3,ABCC4,ABCC5,ABCG2,ACSM2A,ACSM2B,ACSM4,ACSM5,ACY1,ADA,ADH1A,ADK,AKR1C1,ALB,BCHE,BSG,CES1,CES2,CNDP2,CYP2C19,CYP2C8,CYP2C9,CYP2D6,CYP2E1,CYP3A4,GGT1,GGT3P,GGT5,GGT6,GGT7,GLYAT,GLYATL1,GLYATL2,GLYATL3,GMPS,GSTA1,GSTA2,GSTM1,GSTP1,GSTT1,GUK1,HPRT1,HSD11B1,HSD11B2,IMPDH1,IMPDH2,ITPA,MAPDA,NAT1,NAT2,NME1,NME2,NT5C2,NUDT15,PCK1,PNP,PON1,PON3,RAC1,SERPINA6,SLC16A1,SLC22A1,SLC22A2,SLC22A3,SLC22A7,SLC22A8,SLC28A2,SLC28A3,SLC29A1,SLC29A2,SLC29A3,SLCO1A2,SLCO1B1,SLCO1B3,SLCO2B1,SULT1A1,SULT1A3,SULT1A4,SULT1C4,SULT1E1,SULT2A1,TPMT,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A2,UGT2A3,UGT2B10,UGT2B11,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7,UGT3A1,UGT3A2,VAV1,VAV2,VAV3,XDH"
R-HSA-9748787,Azathioprine ADME,"ABCC4,ABCC5,GMPS,GSTA1,GSTA2,GSTM1,GUK1,HPRT1,IMPDH1,IMPDH2,NME1,NME2,NUDT15,RAC1,SLC28A2,SLC28A3,SLC29A1,SLC29A2,TPMT,VAV1,VAV2,VAV3,XDH"
R-HSA-9749641,Aspirin ADME,"ABCC2,ABCC3,ACSM2A,ACSM2B,ACSM4,ACSM5,ALB,BCHE,BSG,CES1,CES2,CYP2C19,CYP2C8,CYP2C9,CYP2D6,CYP2E1,CYP3A4,GLYAT,GLYATL1,GLYATL2,GLYATL3,SLC16A1,SLC22A7,SLCO2B1,UGT1A1,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A2,UGT2A3,UGT2B10,UGT2B11,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7,UGT3A1,UGT3A2"
R-HSA-9753281,Paracetamol ADME,"ABCC1,ABCC2,ABCC3,ABCC4,ABCC5,ABCG2,ACY1,CNDP2,CYP2E1,GGT1,GGT3P,GGT5,GGT6,GGT7,GSTM1,GSTP1,GSTT1,NAT1,NAT2,SULT1A1,SULT1A3,SULT1A4,SULT1C4,SULT1E1,SULT2A1,UGT1A1,UGT1A10,UGT1A6,UGT1A9,UGT2B15"
R-HSA-9754189,Germ layer formation at gastrulation,"BMP4,CTNNB1,EOMES,FOXH1,GSC,LEF1,MIXL1,NANOG,POU5F1,SMAD2,SMAD3,SMAD4,SOX2,TBPL2,TBXT,TCF7,TRIM33"
R-HSA-9754678,SARS-CoV-2 modulates host translation machinery,"18S rRNA,7SL RNA (ENSG00000222619),7SL RNA (ENSG00000222639),DDX20,FAU,GEMIN2,GEMIN4,GEMIN5,GEMIN6,GEMIN7,GEMIN8,RPS10,RPS11,RPS12,RPS13,RPS14,RPS15,RPS15A,RPS16,RPS17,RPS18,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS25,RPS26,RPS27,RPS27A,RPS27L,RPS28,RPS29,RPS3,RPS3A,RPS4X,RPS4Y1,RPS4Y2,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,SMN1,SNRPB,SNRPD1,SNRPD2,SNRPD3,SNRPE,SNRPF,SNRPG,pp1a,rep"
R-HSA-9755511,KEAP1-NFE2L2 pathway,"ABCC1,ABCC3,ABCF2,ABCG2,ADRM1,AKT1,AKT2,AKT3,AMER1,AREG,ATF4,BACH1,BCL2,BCL2L1,BRCA1,BTRC,CCL2,CDKN1A,CDKN2A,CHD6,CREBBP,CSNK2A1,CSNK2A2,CSNK2B,CUL1,CUL3,DPP3,EGF,EIF2AK3,EP300,FBXL17,G6PD,GCLC,GCLM,GSK3B,GSR,GSTA1,GSTA3,HMOX1,IDH1,IL8,KEAP1,MAFG,MAFK,MAP1LC3B,ME1,MIR155,MIR196A1,MIR98,MIRLET7B,MIRLET7C,MUL1,MYC,NFE2L2,NFKB1,NOTCH1,NPLOC4,NQO1,PALB2,PDGFA,PGD,PRDX1,PRKAA2,PRKCD,PRKCI,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RBX1,RELA,RPS27A,SEM1,SESN1,SESN2,SKP1,SKP2,SLC7A11,SOD3,SP1,SQSTM1,SRXN1,TALDO1,TKT,TRIM21,TXN,TXNRD1,UBA52,UBB,UBC,UBXN7,UFD1,VCP,X"
R-HSA-975576,N-glycan antennae elongation in the medial/trans-Golgi,"B4GALT1,B4GALT2,B4GALT3,B4GALT4,B4GALT5,B4GALT6,CGA,CHST10,CHST8,FUCA1,FUT3,FUT8,LHB,MAN2A1,MAN2A2,MGAT2,MGAT3,MGAT4A,MGAT4B,MGAT4C,MGAT5,ST3GAL4,ST6GAL1,ST8SIA2,ST8SIA3,ST8SIA6"
R-HSA-975577,N-Glycan antennae elongation,"B4GALT1,B4GALT2,B4GALT3,B4GALT4,B4GALT5,B4GALT6,MGAT4A,MGAT4B,MGAT4C,MGAT5,ST3GAL4,ST6GAL1,ST8SIA2,ST8SIA3,ST8SIA6"
